src,dst,label,timestamp
1115,917,1,1295672400
4,532,1,1295845200
532,4,1,1295845200
40,379,1,1295931600
40,917,1,1295931600
917,40,1,1295931600
45,389,1,1296018000
446,4,1,1296018000
389,45,1,1296018000
74,4,1,1296018000
4,446,1,1296018000
389,126,1,1296104400
23,389,1,1296104400
389,23,1,1296104400
389,293,1,1296104400
532,91,1,1296190800
91,532,1,1296190800
113,769,1,1296277200
113,1127,1,1296277200
91,769,1,1296277200
769,91,1,1296277200
4,768,1,1296450000
768,2,1,1296450000
768,4,1,1296450000
74,1087,1,1296536400
44,1087,1,1296536400
23,710,1,1296536400
1087,44,1,1296536400
1087,74,1,1296536400
126,293,1,1296536400
2,74,1,1296622800
2,1209,1,1296622800
2,54,1,1296622800
1209,2,1,1296622800
1909,4,1,1296709200
293,91,1,1296709200
293,402,1,1296709200
293,439,1,1296709200
4,1909,1,1296709200
293,389,1,1296709200
293,126,1,1296709200
293,113,1,1296709200
293,3579,1,1296709200
293,74,1,1296709200
293,2,1,1296709200
989,40,1,1296795600
40,45,1,1296795600
45,40,1,1296795600
31,379,1,1296795600
131,74,1,1296882000
131,145,1,1296882000
561,131,1,1296882000
131,561,1,1296882000
145,131,1,1296882000
148,54,1,1297054800
121,512,1,1297054800
512,121,1,1297054800
54,148,1,1297054800
148,439,1,1297141200
249,402,1,1297141200
379,31,1,1297141200
439,148,1,1297141200
379,40,1,1297141200
148,270,1,1297227600
446,2,1,1297227600
270,148,1,1297227600
148,768,1,1297227600
768,148,1,1297227600
2103,40,1,1297314000
446,768,1,1297314000
45,768,1,1297314000
768,45,1,1297314000
768,446,1,1297314000
4,2103,1,1297314000
2103,4,1,1297314000
402,249,1,1297314000
40,2103,1,1297314000
4,237,1,1297400400
23,768,1,1297400400
4,23,1,1297400400
512,148,1,1297486800
1409,148,1,1297486800
237,4,1,1297486800
270,237,1,1297486800
148,1409,1,1297486800
148,119,1,1297486800
237,270,1,1297486800
2,379,1,1297573200
466,148,1,1297573200
148,466,1,1297573200
466,54,1,1297573200
379,466,1,1297573200
379,223,1,1297573200
466,379,1,1297573200
379,1209,1,1297573200
54,466,1,1297573200
223,379,1,1297573200
379,2,1,1297573200
109,148,1,1297659600
379,270,1,1297659600
148,109,1,1297659600
270,379,1,1297659600
1401,148,1,1297659600
2698,2,1,1297746000
1226,40,1,1297746000
23,1919,1,1297746000
2,2698,1,1297746000
74,131,1,1297746000
119,148,1,1297746000
40,1226,1,1297746000
460,54,1,1297746000
148,131,1,1297832400
148,840,1,1297832400
131,148,1,1297832400
109,379,1,1297832400
148,1401,1,1297832400
40,1919,1,1297832400
148,3506,1,1297832400
512,152,1,1297832400
1628,152,1,1297832400
1230,379,1,1297832400
54,379,1,1297832400
152,1628,1,1297832400
840,148,1,1297832400
3506,1401,1,1297832400
379,1230,1,1297832400
1919,40,1,1297832400
44,711,1,1297832400
379,109,1,1297832400
379,54,1,1297832400
4,710,1,1297918800
40,1600,1,1297918800
1600,40,1,1297918800
152,148,1,1297918800
148,152,1,1297918800
710,4,1,1297918800
2,446,1,1298005200
2,769,1,1298005200
40,148,1,1298005200
148,40,1,1298005200
23,935,1,1298005200
935,23,1,1298005200
711,44,1,1298005200
769,2,1,1298005200
1270,4,1,1298091600
148,512,1,1298091600
769,460,1,1298091600
769,119,1,1298091600
769,152,1,1298091600
512,460,1,1298091600
4,1270,1,1298091600
152,769,1,1298091600
119,769,1,1298091600
460,769,1,1298091600
460,512,1,1298091600
148,44,1,1298178000
44,148,1,1298178000
851,40,1,1298264400
4,2,1,1298264400
152,54,1,1298264400
2,4,1,1298264400
54,152,1,1298264400
1600,148,1,1298264400
40,851,1,1298264400
148,1600,1,1298264400
223,251,1,1298350800
251,223,1,1298350800
1401,40,1,1298350800
531,3506,1,1298437200
531,54,1,1298437200
3506,531,1,1298437200
54,531,1,1298437200
379,44,1,1298523600
40,234,1,1298523600
234,40,1,1298523600
131,531,1,1298610000
531,45,1,1298610000
2438,23,1,1298610000
531,840,1,1298610000
40,1077,1,1298610000
148,1913,1,1298610000
106,297,1,1298610000
531,131,1,1298610000
23,2438,1,1298610000
297,106,1,1298610000
840,531,1,1298610000
45,531,1,1298610000
1913,148,1,1298610000
23,44,1,1298610000
297,1212,1,1298696400
1921,1270,1,1298696400
4,531,1,1298696400
109,1270,1,1298696400
1270,1921,1,1298696400
1270,109,1,1298696400
109,108,1,1298782800
3731,1401,1,1298782800
1401,2,1,1298782800
626,152,1,1298782800
152,626,1,1298782800
1401,3731,1,1298782800
108,109,1,1298782800
223,109,1,1298869200
23,1226,1,1298869200
109,223,1,1298869200
774,531,1,1298869200
840,54,1,1298869200
54,840,1,1298869200
1226,23,1,1298869200
2,312,1,1298869200
531,774,1,1298869200
1077,40,1,1298869200
148,1099,1,1298955600
139,148,1,1298955600
1099,109,1,1298955600
1099,148,1,1298955600
148,139,1,1298955600
1099,145,1,1298955600
109,1099,1,1298955600
223,145,1,1298955600
145,223,1,1298955600
145,1099,1,1298955600
4,512,1,1299042000
193,4,1,1299042000
4,193,1,1299042000
45,466,1,1299042000
512,4,1,1299042000
466,45,1,1299042000
251,4,1,1299042000
250,4,1,1299128400
1212,297,1,1299128400
4,250,1,1299128400
4,1908,1,1299128400
1908,4,1,1299128400
512,109,1,1299214800
1816,4,1,1299214800
1076,44,1,1299214800
4,1816,1,1299214800
44,1076,1,1299214800
44,131,1,1299387600
44,379,1,1299387600
131,44,1,1299387600
1131,44,1,1299387600
44,1131,1,1299387600
379,4,1,1299474000
223,165,1,1299474000
106,44,1,1299474000
23,139,1,1299474000
44,106,1,1299474000
165,223,1,1299474000
54,2,1,1299474000
139,23,1,1299474000
23,108,1,1299560400
1398,23,1,1299646800
1601,108,1,1299646800
1601,23,1,1299646800
2439,4,1,1299646800
23,1601,1,1299646800
108,1601,1,1299646800
23,1398,1,1299646800
4,2439,1,1299646800
4,1,1,1299646800
23,99,1,1299733200
23,1131,1,1299733200
3731,2440,1,1299733200
2440,3731,1,1299733200
99,23,1,1299733200
23,1078,1,1299906000
23,84,1,1299906000
4,840,1,1299906000
1078,23,1,1299906000
840,4,1,1299906000
84,148,1,1299992400
148,84,1,1299992400
4,468,1,1299992400
468,4,1,1299992400
466,654,1,1300161600
768,16,1,1300161600
466,23,1,1300161600
654,466,1,1300161600
1,4,1,1300161600
23,2441,1,1300161600
4,379,1,1300161600
16,768,1,1300161600
4,3729,1,1300161600
1601,606,1,1300161600
606,1601,1,1300161600
468,3731,1,1300248000
606,419,1,1300248000
419,606,1,1300248000
1401,23,1,1300248000
841,4,1,1300248000
1401,4,1,1300248000
23,1401,1,1300248000
23,153,1,1300334400
2442,4,1,1300334400
4,2442,1,1300334400
23,466,1,1300420800
466,223,1,1300420800
223,466,1,1300420800
4,419,1,1300507200
152,153,1,1300593600
4,249,1,1300680000
562,4,1,1300680000
4,841,1,1300680000
249,4,1,1300766400
10,468,1,1300766400
710,23,1,1300766400
152,44,1,1300766400
16,1910,1,1300766400
1910,16,1,1300766400
44,152,1,1300766400
468,10,1,1300766400
842,16,1,1300852800
842,4,1,1300852800
842,99,1,1300852800
842,153,1,1300852800
44,23,1,1300852800
419,4,1,1300852800
23,1911,1,1300852800
842,23,1,1300852800
842,148,1,1300852800
1911,23,1,1300852800
436,270,1,1300852800
152,3731,1,1300852800
16,842,1,1300852800
234,1910,1,1300852800
23,842,1,1300852800
270,436,1,1300852800
4,842,1,1300939200
223,711,1,1300939200
145,298,1,1300939200
99,842,1,1300939200
223,63,1,1300939200
63,223,1,1300939200
1,379,1,1300939200
711,223,1,1300939200
1077,389,1,1301025600
152,91,1,1301025600
298,1210,1,1301025600
1210,298,1,1301025600
145,3506,1,1301025600
91,152,1,1301025600
711,16,1,1301025600
99,562,1,1301112000
1080,23,1,1301112000
908,23,1,1301112000
23,908,1,1301112000
153,842,1,1301112000
23,1080,1,1301112000
1212,2444,1,1301198400
353,379,1,1301198400
353,1212,1,1301198400
1212,353,1,1301198400
2,1603,1,1301284800
99,2,1,1301284800
353,99,1,1301284800
1212,16,1,1301284800
16,1212,1,1301284800
91,54,1,1301284800
2,469,1,1301284800
2,986,1,1301284800
99,353,1,1301284800
23,500,1,1301284800
986,2,1,1301284800
2,148,1,1301284800
1603,2,1,1301284800
1603,153,1,1301284800
23,2,1,1301284800
23,4,1,1301284800
23,298,1,1301371200
23,401,1,1301371200
1603,297,1,1301371200
1078,1908,1,1301457600
1402,23,1,1301457600
1908,1078,1,1301457600
23,138,1,1301457600
23,1402,1,1301457600
1214,419,1,1301544000
2,44,1,1301544000
99,106,1,1301544000
250,2,1,1301544000
3731,152,1,1301544000
1602,4,1,1301544000
419,1214,1,1301544000
44,2,1,1301544000
4,1602,1,1301544000
987,419,1,1301630400
23,1400,1,1301630400
419,987,1,1301630400
1400,23,1,1301630400
16,44,1,1301716800
44,16,1,1301716800
311,4,1,1301716800
365,4,1,1301716800
91,438,1,1301803200
16,1914,1,1301803200
16,2445,1,1301803200
152,988,1,1301803200
438,91,1,1301803200
438,45,1,1301803200
1914,16,1,1301803200
2445,16,1,1301803200
988,152,1,1301803200
16,145,1,1301889600
354,1402,1,1301889600
54,4,1,1301889600
1400,3731,1,1301889600
91,223,1,1301889600
1402,354,1,1301889600
54,23,1,1301889600
3731,1400,1,1301889600
4,3731,1,1301889600
771,419,1,1301889600
4,54,1,1301889600
4,91,1,1301889600
419,771,1,1301889600
3729,4,1,1301889600
54,3731,1,1301889600
54,293,1,1301889600
45,2,1,1301889600
4,380,1,1301889600
145,16,1,1301889600
23,656,1,1301889600
223,91,1,1301889600
2,45,1,1301889600
656,23,1,1301889600
4,119,1,1301889600
145,54,1,1301889600
4,40,1,1301889600
16,710,1,1301976000
2,2446,1,1301976000
23,844,1,1301976000
16,607,1,1301976000
1,846,1,1301976000
710,769,1,1301976000
710,16,1,1301976000
251,45,1,1301976000
844,23,1,1301976000
251,354,1,1301976000
3729,251,1,1301976000
251,152,1,1301976000
354,251,1,1301976000
2446,2,1,1301976000
152,251,1,1301976000
607,23,1,1301976000
251,3729,1,1301976000
846,1,1,1301976000
2,200,1,1301976000
401,23,1,1301976000
200,847,1,1302062400
200,607,1,1302062400
531,419,1,1302062400
1,1606,1,1302062400
23,847,1,1302062400
1606,1,1,1302062400
419,531,1,1302062400
847,200,1,1302062400
224,63,1,1302062400
847,23,1,1302062400
607,200,1,1302062400
23,607,1,1302062400
23,503,1,1302062400
63,224,1,1302062400
380,119,1,1302062400
2447,23,1,1302148800
437,23,1,1302148800
23,437,1,1302148800
3452,712,1,1302148800
23,2447,1,1302148800
503,200,1,1302235200
223,4,1,1302235200
23,2443,1,1302235200
23,129,1,1302235200
2443,23,1,1302235200
149,419,1,1302235200
419,149,1,1302235200
531,4,1,1302235200
987,2,1,1302235200
503,16,1,1302235200
501,44,1,1302235200
503,99,1,1302235200
503,2,1,1302235200
844,851,1,1302235200
4,223,1,1302235200
44,501,1,1302235200
200,503,1,1302235200
503,23,1,1302235200
501,23,1,1302235200
2,503,1,1302235200
2,987,1,1302235200
99,503,1,1302235200
23,501,1,1302235200
1916,1607,1,1302321600
1607,113,1,1302321600
45,353,1,1302321600
1607,1916,1,1302321600
113,1607,1,1302321600
504,2,1,1302408000
2,3580,1,1302408000
4,3580,1,1302408000
2,504,1,1302408000
909,841,1,1302494400
16,771,1,1302494400
149,711,1,1302494400
841,909,1,1302494400
607,131,1,1302494400
607,769,1,1302494400
74,1605,1,1302494400
771,16,1,1302494400
2448,1,1,1302580800
23,770,1,1302580800
40,237,1,1302580800
23,843,1,1302580800
502,113,1,1302580800
845,63,1,1302580800
655,63,1,1302580800
656,237,1,1302580800
63,655,1,1302580800
655,773,1,1302580800
63,845,1,1302580800
1,2448,1,1302580800
16,237,1,1302580800
236,152,1,1302580800
237,656,1,1302580800
236,23,1,1302580800
113,502,1,1302580800
237,40,1,1302580800
237,16,1,1302580800
152,236,1,1302580800
770,23,1,1302580800
773,655,1,1302580800
45,4,1,1302667200
106,311,1,1302667200
224,234,1,1302667200
2,532,1,1302667200
106,655,1,1302667200
655,106,1,1302667200
23,773,1,1302667200
311,106,1,1302667200
16,138,1,1302667200
1921,2,1,1302667200
711,4,1,1302667200
23,293,1,1302753600
74,1402,1,1302753600
504,23,1,1302753600
655,366,1,1302753600
23,167,1,1302753600
4,437,1,1302753600
16,711,1,1302753600
23,504,1,1302753600
138,16,1,1302753600
1922,2,1,1302753600
366,655,1,1302753600
2,1922,1,1302753600
1219,237,1,1302840000
2,209,1,1302840000
655,419,1,1302840000
655,16,1,1302840000
2,237,1,1302840000
237,149,1,1302840000
237,167,1,1302840000
655,45,1,1302840000
353,45,1,1302840000
209,2,1,1302840000
4,773,1,1302840000
419,655,1,1302840000
149,237,1,1302840000
16,655,1,1302840000
150,1081,1,1302840000
23,713,1,1302840000
353,532,1,1302840000
234,224,1,1302840000
109,711,1,1302840000
237,2,1,1302840000
23,1082,1,1302840000
109,512,1,1302840000
713,23,1,1302840000
353,119,1,1302840000
237,1219,1,1302840000
773,4,1,1302840000
1081,150,1,1302840000
1082,23,1,1302840000
167,23,1,1302840000
16,1917,1,1302926400
4,848,1,1302926400
990,419,1,1302926400
4,771,1,1302926400
72,2449,1,1302926400
16,1083,1,1302926400
16,470,1,1302926400
215,322,1,1302926400
2451,149,1,1302926400
419,990,1,1302926400
149,2451,1,1302926400
419,99,1,1302926400
1917,16,1,1302926400
99,419,1,1302926400
656,209,1,1302926400
470,16,1,1302926400
1083,16,1,1302926400
1610,16,1,1303012800
109,500,1,1303012800
152,908,1,1303012800
270,16,1,1303012800
4,2454,1,1303012800
16,270,1,1303012800
106,500,1,1303012800
2453,63,1,1303012800
500,109,1,1303012800
129,770,1,1303012800
500,129,1,1303012800
505,353,1,1303012800
353,505,1,1303012800
119,23,1,1303012800
908,152,1,1303012800
1078,44,1,1303012800
322,215,1,1303012800
145,1611,1,1303012800
2450,200,1,1303012800
500,106,1,1303012800
200,2450,1,1303012800
500,23,1,1303012800
63,2453,1,1303012800
129,44,1,1303012800
129,656,1,1303012800
129,23,1,1303012800
845,991,1,1303099200
224,45,1,1303099200
3729,1611,1,1303099200
169,209,1,1303099200
45,224,1,1303099200
991,845,1,1303099200
1402,439,1,1303099200
2,420,1,1303099200
37,990,1,1303099200
138,436,1,1303099200
2454,4,1,1303099200
990,37,1,1303099200
209,169,1,1303099200
1611,3729,1,1303099200
16,1610,1,1303099200
16,1922,1,1303185600
441,1613,1,1303185600
1922,16,1,1303185600
23,1613,1,1303185600
145,2456,1,1303185600
2456,145,1,1303185600
1613,23,1,1303185600
993,45,1,1303185600
4,366,1,1303185600
129,99,1,1303185600
4,145,1,1303185600
168,772,1,1303185600
366,4,1,1303185600
99,2455,1,1303185600
21,99,1,1303185600
99,21,1,1303185600
298,23,1,1303185600
505,993,1,1303185600
993,505,1,1303185600
4,772,1,1303185600
772,4,1,1303185600
1613,441,1,1303185600
45,993,1,1303185600
322,119,1,1303272000
419,1927,1,1303272000
990,2457,1,1303272000
2,774,1,1303272000
845,23,1,1303272000
109,990,1,1303272000
23,845,1,1303272000
2458,990,1,1303272000
2457,990,1,1303272000
990,2458,1,1303272000
990,109,1,1303272000
1927,419,1,1303272000
774,2,1,1303272000
84,23,1,1303358400
99,209,1,1303358400
272,106,1,1303358400
106,272,1,1303358400
84,99,1,1303358400
419,16,1,1303358400
99,84,1,1303358400
234,402,1,1303358400
16,419,1,1303358400
563,3729,1,1303358400
3761,990,1,1303358400
72,99,1,1303358400
99,72,1,1303358400
3729,563,1,1303358400
129,1082,1,1303358400
3729,209,1,1303358400
402,234,1,1303358400
129,209,1,1303358400
209,3729,1,1303358400
4,236,1,1303358400
209,99,1,1303358400
23,469,1,1303358400
3729,16,1,1303444800
2459,2,1,1303444800
564,23,1,1303444800
419,167,1,1303444800
2,564,1,1303444800
439,1402,1,1303444800
564,2,1,1303444800
2,2459,1,1303444800
23,564,1,1303444800
167,419,1,1303444800
21,235,1,1303444800
16,3729,1,1303444800
129,1085,1,1303531200
209,1087,1,1303531200
4,224,1,1303531200
297,1915,1,1303531200
235,21,1,1303531200
297,3616,1,1303531200
4,1085,1,1303531200
235,3731,1,1303531200
40,1214,1,1303531200
23,16,1,1303531200
119,235,1,1303531200
564,655,1,1303531200
1085,129,1,1303531200
235,119,1,1303531200
772,168,1,1303531200
2465,4,1,1303617600
1928,209,1,1303617600
21,3731,1,1303617600
1915,297,1,1303617600
1928,45,1,1303617600
16,534,1,1303617600
1404,45,1,1303617600
4,401,1,1303617600
3731,715,1,1303617600
4,353,1,1303617600
3731,564,1,1303617600
3731,21,1,1303617600
4,1087,1,1303617600
129,1219,1,1303617600
564,3731,1,1303617600
353,4,1,1303617600
534,16,1,1303617600
1222,63,1,1303617600
657,322,1,1303617600
4,2465,1,1303617600
298,655,1,1303617600
1221,297,1,1303617600
401,4,1,1303617600
3731,848,1,1303617600
297,1221,1,1303617600
3731,16,1,1303617600
848,3731,1,1303617600
658,23,1,1303617600
63,1222,1,1303617600
224,2464,1,1303617600
322,657,1,1303617600
1209,379,1,1303617600
655,298,1,1303617600
771,4,1,1303617600
45,1928,1,1303617600
1087,4,1,1303617600
1085,4,1,1303617600
2464,224,1,1303617600
16,3731,1,1303617600
45,1404,1,1303617600
2460,534,1,1303704000
1088,565,1,1303704000
2466,209,1,1303704000
420,4,1,1303704000
534,2460,1,1303704000
1088,252,1,1303704000
438,439,1,1303704000
1925,16,1,1303704000
659,99,1,1303704000
565,16,1,1303704000
4,420,1,1303704000
129,1608,1,1303704000
209,2466,1,1303704000
565,1088,1,1303704000
563,99,1,1303704000
129,1215,1,1303704000
99,3453,1,1303704000
209,565,1,1303704000
565,209,1,1303704000
99,563,1,1303704000
99,659,1,1303704000
16,1925,1,1303704000
16,565,1,1303704000
31,4,1,1303704000
1078,353,1,1303704000
1915,145,1,1303704000
440,23,1,1303790400
3731,1611,1,1303790400
4,37,1,1303790400
129,1609,1,1303790400
224,2462,1,1303790400
565,63,1,1303790400
16,298,1,1303790400
236,175,1,1303790400
1611,3731,1,1303790400
252,1088,1,1303790400
436,3616,0,1303790400
438,353,1,1303790400
2462,224,1,1303790400
1,503,1,1303790400
1222,3729,1,1303790400
129,502,1,1303790400
503,1,1,1303790400
63,565,1,1303790400
129,215,1,1303790400
298,16,1,1303790400
23,119,1,1303790400
23,440,1,1303790400
353,438,1,1303790400
175,236,1,1303790400
45,42,1,1303876800
175,42,1,1303876800
4,2468,1,1303876800
1222,16,1,1303876800
21,2,1,1303876800
3761,4,1,1303876800
848,237,1,1303876800
1926,37,1,1303876800
16,1090,1,1303876800
16,4,1,1303876800
4,16,1,1303876800
2469,145,1,1303876800
42,109,1,1303876800
40,1224,1,1303876800
145,2469,1,1303876800
237,848,1,1303876800
2468,4,1,1303876800
42,175,1,1303876800
1090,16,1,1303876800
16,1222,1,1303876800
16,503,1,1303876800
109,42,1,1303876800
4,270,1,1303963200
848,997,1,1303963200
443,23,1,1303963200
443,129,1,1303963200
1222,2,1,1303963200
4,2467,1,1303963200
353,443,1,1303963200
129,443,1,1303963200
772,23,1,1303963200
252,129,1,1303963200
2,1222,1,1303963200
42,21,1,1303963200
16,1409,1,1303963200
1409,2,1,1303963200
21,42,1,1303963200
16,37,1,1303963200
224,2471,1,1303963200
129,119,1,1303963200
2467,4,1,1303963200
2,1409,1,1303963200
1409,16,1,1303963200
145,150,1,1303963200
109,1930,1,1303963200
2471,224,1,1303963200
23,772,1,1303963200
150,145,1,1303963200
1083,1927,1,1303963200
3729,1222,1,1303963200
1220,23,1,1303963200
848,4,1,1303963200
129,607,1,1303963200
505,235,1,1303963200
1090,2470,1,1304049600
224,3731,1,1304049600
16,1091,1,1304049600
1091,16,1,1304049600
401,1611,1,1304049600
224,2472,1,1304049600
91,441,1,1304049600
16,100,1,1304049600
168,996,1,1304049600
168,4,1,1304049600
715,3731,1,1304049600
168,152,1,1304049600
717,40,1,1304049600
717,129,1,1304049600
1090,2,1,1304049600
1091,4,1,1304049600
152,168,1,1304049600
441,91,1,1304049600
2470,1090,1,1304049600
1611,420,1,1304049600
100,16,1,1304049600
40,129,1,1304049600
2472,224,1,1304049600
2,1090,1,1304049600
40,717,1,1304049600
40,770,1,1304049600
3731,224,1,1304049600
4,466,1,1304049600
770,40,1,1304049600
129,169,1,1304049600
63,718,1,1304136000
272,2476,1,1304136000
1413,717,1,1304136000
167,237,1,1304136000
23,848,1,1304136000
353,113,1,1304136000
250,715,1,1304136000
353,996,1,1304136000
1930,252,1,1304136000
1220,129,1,1304136000
994,1,1,1304136000
129,322,1,1304136000
16,250,1,1304136000
1930,109,1,1304136000
1093,16,1,1304136000
848,23,1,1304136000
2474,534,1,1304136000
2476,272,1,1304136000
40,606,1,1304136000
113,353,1,1304136000
250,16,1,1304136000
355,108,1,1304136000
99,3731,1,1304136000
16,1093,1,1304136000
534,2474,1,1304136000
252,1930,1,1304136000
997,848,1,1304136000
1606,716,1,1304136000
718,63,1,1304136000
717,1413,1,1304136000
716,1606,1,1304136000
108,355,1,1304136000
3731,99,1,1304136000
715,250,1,1304136000
1083,63,1,1304222400
1083,1095,1,1304222400
1096,311,1,1304222400
535,507,1,1304222400
252,106,1,1304222400
252,382,1,1304222400
535,4,1,1304222400
535,201,1,1304222400
42,840,1,1304222400
2478,717,1,1304222400
42,609,1,1304222400
4,1088,1,1304222400
201,506,1,1304222400
201,535,1,1304222400
138,566,1,1304222400
2480,472,1,1304222400
2482,251,1,1304222400
536,3453,1,1304222400
129,1227,1,1304222400
129,1228,1,1304222400
129,998,1,1304222400
311,1089,1,1304222400
4,535,1,1304222400
31,566,1,1304222400
311,1096,1,1304222400
1228,129,1,1304222400
1226,2477,1,1304222400
535,3453,1,1304222400
1224,236,1,1304222400
1224,3453,1,1304222400
840,42,1,1304222400
382,252,1,1304222400
1220,716,1,1304222400
381,4,1,1304222400
507,609,1,1304222400
1932,270,1,1304222400
1095,1083,1,1304222400
3453,535,1,1304222400
3453,536,1,1304222400
507,535,1,1304222400
3453,16,1,1304222400
4,139,1,1304222400
224,535,1,1304222400
63,1083,1,1304222400
223,910,1,1304222400
223,1413,1,1304222400
293,473,1,1304222400
561,37,1,1304222400
566,31,1,1304222400
566,138,1,1304222400
1089,311,1,1304222400
1089,609,1,1304222400
566,911,1,1304222400
563,1413,1,1304222400
37,561,1,1304222400
236,1214,1,1304222400
37,312,1,1304222400
911,566,1,1304222400
910,223,1,1304222400
1413,223,1,1304222400
37,16,1,1304222400
1088,4,1,1304222400
716,1220,1,1304222400
717,2478,1,1304222400
106,252,1,1304222400
609,1089,1,1304222400
1413,563,1,1304222400
609,42,1,1304222400
609,507,1,1304222400
251,2482,1,1304222400
270,4,1,1304222400
535,224,1,1304222400
473,293,1,1304222400
270,472,1,1304222400
270,1932,1,1304222400
472,2480,1,1304222400
472,270,1,1304222400
44,323,1,1304308800
44,1090,1,1304308800
466,658,1,1304308800
63,1095,1,1304308800
2,355,1,1304308800
564,1618,1,1304308800
535,422,1,1304308800
45,1933,1,1304308800
84,381,1,1304308800
129,1921,1,1304308800
473,998,1,1304308800
16,3453,1,1304308800
355,2,1,1304308800
566,507,1,1304308800
382,2,1,1304308800
1611,4,1,1304308800
4,323,1,1304308800
150,1098,1,1304308800
251,381,1,1304308800
536,3550,1,1304308800
152,45,1,1304308800
129,440,1,1304308800
84,775,1,1304308800
1914,3506,1,1304308800
381,251,1,1304308800
129,1416,1,1304308800
1216,129,1,1304308800
129,717,1,1304308800
381,84,1,1304308800
1618,42,1,1304308800
323,44,1,1304308800
998,775,1,1304308800
3748,658,1,1304308800
129,194,1,1304308800
533,45,1,1304308800
54,84,1,1304308800
1619,84,1,1304308800
998,473,1,1304308800
441,775,1,1304308800
84,138,1,1304308800
84,54,1,1304308800
422,535,1,1304308800
323,4,1,1304308800
2,382,1,1304308800
1098,150,1,1304308800
505,438,1,1304308800
438,505,1,1304308800
775,441,1,1304308800
3748,84,1,1304308800
3748,4,1,1304308800
1916,353,1,1304308800
42,1618,1,1304308800
84,1619,1,1304308800
775,84,1,1304308800
4,1230,1,1304308800
3748,606,1,1304308800
353,1916,1,1304308800
3550,536,1,1304308800
775,998,1,1304308800
37,54,1,1304308800
658,466,1,1304308800
658,3748,1,1304308800
1230,4,1,1304308800
1416,23,1,1304308800
1618,564,1,1304308800
1095,63,1,1304308800
507,566,1,1304308800
2,238,1,1304308800
1090,44,1,1304308800
45,533,1,1304308800
531,1095,1,1304395200
992,529,1,1304395200
150,4,1,1304395200
507,3550,1,1304395200
716,3550,1,1304395200
