source,dsttarget,rating,timestamp
1,54,1,1293579274
54,1,1,1293579281
31,55,1,1293583961
49,46,1,1293603105
56,7,1,1293604544
7,56,1,1293604590
7,15,1,1293632317
24,18,1,1293643258
18,24,1,1293646340
18,16,1,1293661056
44,57,1,1293665841
1,58,1,1293749574
58,1,1,1293749669
43,31,1,1293819840
31,43,1,1293820340
58,43,1,1293831461
43,58,1,1293831480
42,4,1,1293843254
18,50,1,1293888121
50,18,1,1293888137
46,49,1,1293930358
27,59,1,1293994480
59,27,1,1293996991
31,4,1,1294081163
4,31,1,1294081178
1,49,1,1294083688
49,1,1,1294083726
50,21,1,1294126590
21,50,1,1294152393
46,60,1,1294190543
14,61,1,1294192094
61,14,1,1294192615
50,45,1,1294244410
45,50,1,1294249081
31,62,1,1294262869
31,76,1,1294267265
62,31,1,1294267277
31,63,1,1294271218
63,31,1,1294274023
76,31,1,1294285069
4,64,1,1294300030
64,4,1,1294300186
61,50,1,1294395970
50,61,1,1294396076
31,66,1,1294426073
66,31,1,1294429630
43,64,1,1294429932
64,43,1,1294430000
7,66,1,1294438542
66,7,1,1294439194
46,68,1,1294546375
31,51,1,1294595719
68,46,1,1294599139
51,69,1,1294600322
69,51,1,1294600354
51,31,1,1294600355
51,27,1,1294600362
30,14,1,1294689381
14,30,1,1294689438
51,70,1,1294788722
70,51,1,1294854693
12,71,1,1294919859
71,12,1,1294927077
50,72,1,1294947597
72,50,1,1294953308
65,7,1,1294974058
1,61,1,1294982042
51,12,1,1294996844
12,51,1,1295011594
61,1,1,1295060559
1,74,1,1295163874
45,39,1,1295213497
39,45,1,1295213514
74,1,1,1295219865
73,74,1,1295223075
74,75,1,1295223955
60,19,1,1295282631
73,43,1,1295394666
30,4,1,1295416559
4,30,1,1295416572
31,77,1,1295460036
53,4,1,1295507765
70,78,1,1295538197
78,70,1,1295560693
61,79,1,1295620829
79,61,1,1295622239
43,80,1,1295647516
80,43,1,1295647537
71,49,1,1295720115
49,71,1,1295720325
70,79,1,1295806594
7,81,1,1295847190
81,7,1,1295847198
31,82,1,1295990233
31,49,1,1295995415
49,31,1,1295995480
79,70,1,1296071386
18,7,1,1296076062
7,83,1,1296085723
83,7,1,1296085848
46,84,1,1296096742
84,46,1,1296096769
84,57,1,1296163311
84,87,1,1296163345
84,43,1,1296163403
43,84,1,1296164245
81,30,1,1296229412
30,81,1,1296229421
6,86,1,1296291457
86,30,1,1296291483
6,24,1,1296291724
30,86,1,1296291879
35,7,1,1296512060
1,89,1,1296512103
89,1,1,1296513384
73,1,1,1296513427
73,7,1,1296528583
7,73,1,1296528669
7,35,1,1296528718
7,91,1,1296553673
91,7,1,1296553682
18,80,1,1296579083
80,18,1,1296579093
80,76,1,1296580101
76,80,1,1296580128
43,41,1,1296595303
87,57,1,1296601381
89,93,1,1296608631
89,19,1,1296609273
1,2,1,1296629344
1,56,1,1296631215
56,1,1,1296631324
1,18,1,1296657671
39,94,1,1296682613
88,7,1,1296688733
7,88,1,1296688773
39,11,1,1296690714
11,39,1,1296690765
57,30,1,1296754197
57,12,1,1296754336
57,6,1,1296754391
57,1,1,1296754396
57,18,1,1296754414
57,21,1,1296754436
57,87,1,1296754444
57,84,1,1296754512
57,95,1,1296754599
57,44,1,1296754645
94,39,1,1296758780
39,2,1,1296769471
2,39,1,1296769494
93,89,1,1296772979
93,96,1,1296773130
96,93,1,1296774360
7,97,1,1296792124
97,7,1,1296792360
77,31,1,1296837863
31,46,1,1296868253
46,31,1,1296868317
42,82,1,1296870068
85,92,1,1296884305
92,85,1,1296884645
39,7,1,1296913225
7,39,1,1296913558
85,18,1,1296927382
85,99,1,1296927424
99,85,1,1296927624
58,28,1,1297093748
28,58,1,1297093804
2,96,1,1297102509
96,2,1,1297102585
70,12,1,1297187359
82,42,1,1297197836
82,31,1,1297197844
96,21,1,1297206555
21,96,1,1297207241
83,1,1,1297291838
96,98,1,1297301158
98,96,1,1297301164
96,73,1,1297308205
73,96,1,1297308356
31,100,1,1297315440
12,70,1,1297359911
100,31,1,1297367601
7,100,1,1297370442
100,7,1,1297371118
1,101,1,1297373817
101,1,1,1297374205
96,101,1,1297378806
101,96,1,1297378871
73,83,1,1297385761
83,73,1,1297385923
73,46,1,1297386367
46,73,1,1297386418
31,103,1,1297461521
103,31,1,1297462874
7,43,1,1297467512
43,73,1,1297479765
7,104,1,1297482206
104,98,1,1297489410
98,104,1,1297494046
104,7,1,1297494087
96,17,1,1297533099
102,96,1,1297533751
96,102,1,1297534218
58,96,1,1297550943
2,3,1,1297570107
96,105,1,1297621910
105,96,1,1297626301
82,105,1,1297626585
1,82,1,1297627293
82,1,1,1297627349
105,82,1,1297628388
82,56,1,1297644401
2,105,1,1297647974
105,2,1,1297647980
82,106,1,1297652994
106,82,1,1297653023
55,96,1,1297686545
82,98,1,1297722488
98,82,1,1297723091
96,107,1,1297734450
107,96,1,1297734460
1,108,1,1297789864
108,1,1,1297789936
109,2,1,1297807903
43,110,1,1297809192
31,111,1,1297812539
111,31,1,1297812615
18,85,1,1297815737
17,96,1,1297824885
67,61,1,1297844415
58,112,1,1297866186
112,113,1,1297866223
113,112,1,1297866274
96,55,1,1297872866
2,82,1,1297878331
82,2,1,1297878339
82,107,1,1297878361
107,82,1,1297878526
31,110,1,1297882011
110,31,1,1297882595
96,114,1,1297886091
76,115,1,1297893560
61,67,1,1297907214
114,116,1,1297908772
116,114,1,1297908772
114,55,1,1297908985
82,117,1,1297910665
96,118,1,1297911998
118,96,1,1297912087
96,85,1,1297915803
85,96,1,1297915880
117,82,1,1297915937
31,119,1,1297959915
119,31,1,1297961344
112,96,1,1297976227
96,112,1,1297976242
85,120,1,1297976422
120,85,1,1297976428
41,7,1,1297980365
7,41,1,1297980494
31,96,1,1298044125
115,76,1,1298047000
96,31,1,1298054259
86,1,1,1298056076
1,86,1,1298061894
1,83,1,1298062294
43,122,1,1298072060
122,43,1,1298072082
86,112,1,1298128068
112,86,1,1298130582
86,109,1,1298146050
58,109,1,1298146920
109,58,1,1298147262
91,58,1,1298147284
96,58,1,1298147302
109,86,1,1298147390
86,17,1,1298169867
7,123,1,1298169939
123,7,1,1298169950
17,86,1,1298176197
96,76,1,1298252030
76,96,1,1298252037
96,119,1,1298265265
119,96,1,1298265838
1,7,1,1298267256
7,1,1,1298267346
96,124,1,1298311685
124,96,1,1298311860
31,125,1,1298314077
125,31,1,1298314094
31,124,1,1298315498
124,31,1,1298315517
2,112,1,1298346435
112,2,1,1298346450
55,31,1,1298399915
106,61,1,1298431339
106,60,1,1298431428
60,106,1,1298431544
1,127,1,1298487310
127,1,1,1298487318
114,128,1,1298513463
128,114,1,1298513681
2,128,1,1298520616
128,2,1,1298520694
82,76,1,1298577705
31,129,1,1298584879
129,31,1,1298584914
31,130,1,1298589590
130,31,1,1298589707
96,131,1,1298611412
131,96,1,1298611459
61,112,1,1298623979
105,132,1,1298645238
132,105,1,1298645445
33,133,1,1298646564
133,33,1,1298647570
46,128,1,1298653534
128,46,1,1298653560
85,128,1,1298654517
128,85,1,1298654518
43,76,1,1298654790
43,134,1,1298657430
46,3,1,1298665050
85,135,1,1298665395
135,85,1,1298667152
31,136,1,1298667648
134,43,1,1298667688
128,118,1,1298694080
118,128,1,1298694138
137,7,1,1298708157
33,138,1,1298740676
123,107,1,1298757245
107,123,1,1298757269
7,128,1,1298759550
123,139,1,1298778315
139,123,1,1298778361
112,94,1,1298795456
94,112,1,1298795469
107,140,1,1298843672
140,107,1,1298843684
55,1,1,1298844200
55,141,1,1298844210
141,55,1,1298844224
55,45,1,1298844292
45,55,1,1298844298
106,135,1,1298874598
112,135,1,1298874793
135,112,1,1298874964
135,106,1,1298875016
128,142,1,1298878913
142,128,1,1298878997
136,31,1,1298880775
112,61,1,1298898117
107,106,1,1298926935
106,107,1,1298927097
43,111,1,1298928761
111,43,1,1298928785
2,118,1,1298929715
118,2,1,1298929725
1,15,1,1298950354
96,143,1,1299031253
143,96,1,1299031290
99,143,1,1299032633
143,99,1,1299032672
96,121,1,1299034390
121,96,1,1299034411
99,106,1,1299038270
106,99,1,1299038485
111,144,1,1299041120
144,111,1,1299041134
107,143,1,1299041572
143,107,1,1299041644
143,145,1,1299043467
145,143,1,1299043552
106,145,1,1299044295
145,106,1,1299044403
105,46,1,1299085321
46,105,1,1299085332
146,7,1,1299087811
7,146,1,1299088214
60,7,1,1299088418
7,58,1,1299093649
58,7,1,1299093675
110,141,1,1299101381
141,110,1,1299103259
7,147,1,1299151908
147,7,1,1299152112
138,33,1,1299178293
145,148,1,1299204601
148,145,1,1299204728
99,149,1,1299204954
149,99,1,1299205271
25,7,1,1299206112
7,25,1,1299206120
58,107,1,1299275608
7,150,1,1299283600
150,7,1,1299283609
76,151,1,1299289950
151,76,1,1299290476
76,152,1,1299304119
152,76,1,1299304160
76,82,1,1299436669
76,153,1,1299438046
153,76,1,1299438055
76,85,1,1299446922
85,76,1,1299446966
6,135,1,1299448000
82,7,1,1299490927
76,133,1,1299521853
133,76,1,1299526904
106,154,1,1299530755
154,106,1,1299530790
43,121,1,1299531272
121,43,1,1299531325
2,1,1,1299556897
42,19,1,1299557058
43,140,1,1299612558
7,27,1,1299679074
43,155,1,1299680713
155,43,1,1299690392
43,156,1,1299695065
156,140,1,1299695092
156,43,1,1299695194
140,156,1,1299696031
7,157,1,1299732938
157,7,1,1299732960
22,43,1,1299735275
45,158,1,1299758045
158,45,1,1299758069
43,22,1,1299767299
43,153,1,1299770717
7,118,1,1299912911
118,7,1,1299912917
43,160,1,1299950086
43,161,1,1299985463
161,43,1,1299985655
7,162,1,1300015562
162,7,1,1300015952
96,160,1,1300042937
160,96,1,1300043118
27,7,1,1300184212
156,163,1,1300209236
163,156,1,1300211126
73,164,1,1300226424
164,73,1,1300226821
105,165,1,1300231849
165,105,1,1300232683
7,166,1,1300232689
105,43,1,1300233490
7,82,1,1300240397
43,167,1,1300244368
168,163,1,1300261803
163,168,1,1300262139
169,7,1,1300292103
162,45,1,1300330195
43,55,1,1300332304
55,43,1,1300332465
55,7,1,1300333013
43,171,1,1300402382
7,172,1,1300411885
172,7,1,1300414646
105,106,1,1300459755
106,105,1,1300459769
43,105,1,1300473495
7,168,1,1300568051
112,171,1,1300652886
90,7,1,1300708855
7,169,1,1300720137
7,70,1,1300745124
76,141,0,1300756036
162,141,0,1300756138
112,141,0,1300756262
70,7,1,1300789107
41,43,1,1300815963
164,173,1,1300839353
162,11,1,1300839891
11,162,1,1300839914
173,164,1,1300844813
76,112,1,1300847914
112,76,1,1300848459
76,43,1,1300857386
112,45,1,1300864405
129,173,1,1300869246
168,7,1,1300922188
164,174,1,1300928214
174,164,1,1300928241
174,171,1,1300931572
43,174,1,1300933559
174,43,1,1300933628
74,98,1,1300933842
43,175,1,1300933941
175,43,1,1300934003
98,74,1,1300934773
174,7,1,1300936617
174,96,1,1300936648
174,22,1,1300937005
106,115,1,1300997415
115,106,1,1300998239
27,82,1,1301003730
99,176,1,1301005357
106,177,1,1301019704
177,106,1,1301019908
22,174,1,1301020983
7,174,1,1301023265
99,114,1,1301029977
7,141,0,1301032557
30,112,1,1301053223
112,30,1,1301053275
176,178,1,1301084933
178,176,1,1301086321
136,84,1,1301089006
115,164,1,1301105775
22,90,1,1301142985
43,179,1,1301148833
43,180,1,1301149634
180,43,1,1301149695
171,174,1,1301167471
179,43,1,1301168075
179,3,1,1301168216
99,141,0,1301193533
138,181,1,1301235483
181,138,1,1301235509
181,82,1,1301235545
138,182,1,1301245065
1,185,1,1301329949
43,1,1,1301333078
43,7,1,1301333083
30,2,1,1301333303
164,138,1,1301339346
138,164,1,1301339497
43,186,1,1301341025
1,187,1,1301354601
187,1,1,1301354685
187,171,1,1301354726
22,1,1,1301365737
22,181,1,1301365872
181,22,1,1301366024
1,96,1,1301366233
1,188,1,1301369843
188,1,1,1301369929
43,189,1,1301439896
187,33,1,1301447178
43,176,1,1301453104
161,147,1,1301513674
147,161,1,1301514095
43,191,1,1301521483
43,192,1,1301522463
192,43,1,1301523090
7,193,1,1301569600
1,76,1,1301600149
76,1,1,1301600347
25,1,1,1301607874
45,112,1,1301613623
22,133,1,1301617654
168,194,1,1301618419
194,168,1,1301618445
193,7,1,1301630013
43,170,1,1301683979
170,43,1,1301684510
168,195,1,1301694943
195,168,1,1301695372
196,7,1,1301744133
184,7,1,1301774796
76,164,1,1301785229
164,76,1,1301785244
164,197,1,1301820796
197,164,1,1301821270
164,198,1,1301827089
198,164,1,1301827808
112,199,1,1301863197
199,112,1,1301863380
30,200,1,1301866634
200,46,1,1301866652
200,30,1,1301866658
164,99,1,1301897259
99,164,1,1301897279
2,7,1,1301898700
2,43,1,1301898705
2,45,1,1301898738
2,57,1,1301898760
7,2,1,1301899168
7,30,1,1301899174
7,31,1,1301899185
7,17,1,1301899227
7,53,1,1301899300
7,45,1,1301899327
170,45,1,1301901228
168,201,1,1301901460
201,168,1,1301901472
45,170,1,1301901475
192,202,1,1301936770
30,106,1,1301938973
106,30,1,1301939042
202,192,1,1301941162
43,203,1,1301945087
203,43,1,1301945157
99,2,1,1301972936
166,7,1,1301973638
1,46,1,1301975394
46,1,1,1301975616
164,205,1,1301998379
205,43,1,1301999041
164,41,1,1302005851
41,164,1,1302005904
126,43,1,1302011702
43,126,1,1302011717
166,60,1,1302012516
41,86,1,1302012679
112,60,1,1302016172
1,206,1,1302017978
202,60,1,1302025647
27,207,1,1302027411
207,27,1,1302027787
1,208,1,1302043778
208,1,1,1302043935
60,202,1,1302044440
60,46,1,1302044526
60,166,1,1302044550
60,112,1,1302044581
60,61,1,1302044652
189,43,1,1302055574
53,17,1,1302069958
27,209,1,1302082638
209,27,1,1302082712
205,206,1,1302096657
206,205,1,1302097036
206,211,1,1302103936
211,206,1,1302103959
43,212,1,1302107640
43,211,1,1302108245
211,43,1,1302108321
7,137,1,1302112512
128,168,1,1302117350
168,128,1,1302117447
43,205,1,1302121400
128,120,1,1302132473
177,210,1,1302136506
210,177,1,1302136666
43,204,1,1302203708
204,43,1,1302203836
43,213,1,1302204154
213,43,1,1302204188
214,69,1,1302212934
106,7,1,1302236704
7,106,1,1302236755
1,195,1,1302237680
195,1,1,1302237928
212,206,1,1302246463
206,212,1,1302246493
43,65,1,1302278539
65,43,1,1302279515
65,76,1,1302279761
76,65,1,1302287609
43,216,1,1302289160
216,43,1,1302289548
22,212,1,1302290506
128,7,1,1302290513
212,22,1,1302290517
212,43,1,1302292041
212,1,1,1302292045
212,164,1,1302292056
1,212,1,1302292174
126,125,1,1302292905
168,217,1,1302296394
217,168,1,1302296411
43,218,1,1302296669
6,219,1,1302322674
219,6,1,1302322871
46,181,1,1302323407
219,220,1,1302333277
220,219,1,1302335098
1,221,1,1302449430
7,221,1,1302449755
1,222,1,1302453500
222,1,1,1302454857
164,120,1,1302482453
217,115,1,1302495086
164,201,1,1302496979
201,164,1,1302496999
205,85,1,1302530478
205,86,1,1302534403
169,223,1,1302543866
223,169,1,1302543928
18,224,1,1302565808
43,225,1,1302617059
43,226,1,1302617703
226,43,1,1302618615
112,227,1,1302639446
227,112,1,1302639466
27,228,1,1302639584
228,27,1,1302639594
164,104,1,1302641207
104,164,1,1302641237
6,229,1,1302648709
227,43,1,1302648769
190,177,1,1302652618
177,190,1,1302652620
104,31,1,1302659094
203,104,1,1302659162
104,203,1,1302659186
177,183,1,1302659794
229,6,1,1302659889
183,177,1,1302660916
183,230,1,1302660923
230,183,1,1302661144
230,3,1,1302661677
31,104,1,1302666289
43,230,1,1302707523
115,7,1,1302713672
210,129,1,1302722252
183,133,1,1302725617
1,81,1,1302729570
164,191,1,1302740433
133,183,1,1302745365
133,196,1,1302747220
196,133,1,1302747940
46,7,1,1302750632
139,1,1,1302752567
43,57,1,1302790887
112,19,1,1302791427
1,232,1,1302800924
232,1,1,1302800937
183,233,1,1302814707
233,183,1,1302814789
164,115,1,1302817544
43,222,1,1302818032
222,43,1,1302818177
43,234,1,1302818421
18,192,1,1302820322
7,204,1,1302824119
191,164,1,1302825832
107,58,1,1302842625
107,115,1,1302842653
230,7,1,1302845151
7,230,1,1302845533
1,235,1,1302847190
235,1,1,1302847200
104,1,1,1302881091
1,104,1,1302881463
104,234,1,1302881661
104,236,1,1302881717
43,237,1,1302882663
237,43,1,1302882727
104,217,1,1302883017
231,238,1,1302883800
217,104,1,1302885177
238,231,1,1302887910
164,93,1,1302888454
129,210,1,1302895950
236,104,1,1302902855
183,164,1,1302904462
164,183,1,1302904614
183,46,1,1302906349
168,183,1,1302917071
183,168,1,1302918775
234,43,1,1302920250
43,240,1,1302923640
181,46,1,1302923672
181,81,1,1302923732
181,17,1,1302924030
240,43,1,1302924331
164,239,1,1302928521
239,164,1,1302928587
168,22,1,1302932651
22,168,1,1302932675
241,242,1,1302933257
168,243,1,1302933285
203,235,1,1302933633
243,168,1,1302933664
244,245,1,1302958660
7,201,1,1302970026
7,246,1,1302978024
164,247,1,1302978044
247,164,1,1302978082
217,248,1,1302990371
248,217,1,1302991007
164,249,1,1302995385
249,164,1,1302995612
218,226,1,1303021208
218,203,1,1303021210
218,76,1,1303021214
218,43,1,1303021222
164,98,1,1303021542
98,164,1,1303022826
29,181,1,1303055666
181,29,1,1303055677
251,177,1,1303064583
177,251,1,1303064621
245,244,1,1303064666
206,252,1,1303066399
252,206,1,1303066423
253,164,1,1303076404
179,112,1,1303080084
112,179,1,1303080212
186,218,1,1303080731
186,43,1,1303080818
186,107,1,1303081272
107,186,1,1303081507
186,133,1,1303083554
133,186,1,1303083825
99,254,1,1303084783
17,43,1,1303085827
161,76,1,1303090859
7,255,1,1303099055
255,7,1,1303099323
254,166,1,1303113302
166,254,1,1303113398
192,21,1,1303114586
235,256,1,1303115281
256,235,1,1303115649
164,253,1,1303121613
210,46,1,1303136046
191,74,1,1303154040
1,257,1,1303161462
46,210,1,1303168886
190,258,1,1303168898
258,190,1,1303168906
4,243,1,1303175313
243,4,1,1303175840
259,260,1,1303192072
260,259,1,1303192109
218,22,1,1303197787
232,164,1,1303205378
164,232,1,1303205387
233,7,1,1303251534
7,233,1,1303251550
29,262,1,1303252802
262,29,1,1303252806
43,260,1,1303253192
260,43,1,1303253327
22,263,1,1303256263
99,264,1,1303256893
264,99,1,1303256975
46,262,1,1303257294
262,46,1,1303257295
176,43,1,1303257371
22,265,1,1303258735
265,22,1,1303258968
7,215,1,1303263458
215,7,1,1303263494
14,215,1,1303264358
7,99,1,1303269567
245,17,1,1303278096
243,266,1,1303280196
266,243,1,1303280237
243,267,1,1303282174
267,243,1,1303282191
43,190,1,1303338920
190,43,1,1303338935
107,243,1,1303342751
243,107,1,1303342877
168,268,1,1303344911
30,269,1,1303345805
268,168,1,1303348286
1,142,1,1303356387
142,1,1,1303356404
196,16,1,1303357170
22,160,1,1303359603
160,22,1,1303359614
160,43,1,1303360208
22,235,1,1303361096
241,22,1,1303361104
235,22,1,1303361107
22,241,1,1303361108
164,168,1,1303361239
168,164,1,1303361249
235,166,1,1303377389
166,235,1,1303377420
166,148,1,1303387704
148,166,1,1303387834
7,227,1,1303391987
43,185,1,1303396799
218,240,1,1303406592
12,129,1,1303416433
129,12,1,1303416562
133,270,1,1303416674
270,133,1,1303416692
271,243,1,1303424582
218,235,1,1303438993
21,192,1,1303447886
164,166,1,1303466558
166,164,1,1303466728
17,269,1,1303483212
1,272,1,1303486160
272,1,1,1303486334
1,273,1,1303486511
273,1,1,1303486646
43,273,1,1303487898
273,43,1,1303488819
168,234,1,1303499486
234,168,1,1303499672
265,67,1,1303531167
67,265,1,1303531285
67,45,1,1303531650
273,183,1,1303535867
17,67,1,1303540926
67,17,1,1303540941
7,275,1,1303544458
218,275,1,1303546994
7,210,1,1303553120
275,218,1,1303559784
235,80,1,1303561053
215,14,1,1303579037
31,194,1,1303583405
33,274,1,1303599238
33,276,1,1303607469
43,164,1,1303617430
46,277,1,1303618161
277,46,1,1303618177
277,235,1,1303618242
46,278,1,1303618819
278,46,1,1303619000
33,279,1,1303622728
279,33,1,1303622763
280,245,1,1303627971
56,82,1,1303627972
218,236,1,1303633390
273,45,1,1303640861
45,273,1,1303640911
274,33,1,1303644083
245,280,1,1303665639
281,43,1,1303673490
201,7,1,1303676697
176,183,1,1303680595
183,176,1,1303680598
80,7,1,1303683485
7,80,1,1303683667
164,283,1,1303684674
283,164,1,1303684737
275,7,1,1303685321
210,284,1,1303685392
284,210,1,1303685478
177,285,1,1303692044
7,181,1,1303692371
181,7,1,1303692375
7,189,1,1303692430
189,7,1,1303693075
285,177,1,1303693729
45,265,1,1303696033
265,45,1,1303696053
45,286,1,1303701960
45,164,1,1303702189
164,45,1,1303702300
7,287,1,1303702694
287,7,1,1303702717
45,246,1,1303703561
246,45,1,1303703578
42,7,1,1303705452
282,235,1,1303705456
235,282,1,1303705502
235,288,1,1303716776
288,235,1,1303716827
22,289,1,1303725239
289,22,1,1303725563
283,290,1,1303738638
290,283,1,1303739055
161,181,1,1303739675
274,99,1,1303740039
282,164,1,1303750939
164,282,1,1303750968
200,21,1,1303751777
7,257,1,1303754915
218,295,1,1303762987
218,299,1,1303762992
282,306,1,1303770870
306,282,1,1303770911
306,307,1,1303771120
164,250,1,1303772423
250,164,1,1303772432
22,308,1,1303772945
22,148,1,1303773861
148,22,1,1303774651
257,7,1,1303786886
269,30,1,1303790029
269,17,1,1303790039
269,1,1,1303790379
176,164,1,1303796628
164,176,1,1303797148
74,276,0,1303803391
218,229,1,1303809802
210,310,1,1303822179
310,210,1,1303822717
218,244,1,1303827793
301,43,1,1303838072
218,297,1,1303838591
27,212,1,1303845167
212,27,1,1303845243
200,181,1,1303846262
181,200,1,1303846552
227,311,1,1303848296
311,227,1,1303848299
7,4,1,1303848524
43,301,1,1303853897
43,17,1,1303853921
285,166,1,1303859429
307,306,1,1303862752
282,177,1,1303864138
177,282,1,1303864207
45,254,1,1303875883
254,45,1,1303876660
164,7,1,1303879813
164,212,1,1303880144
313,4,1,1303880261
7,164,1,1303881691
314,107,1,1303883331
107,314,1,1303883386
7,315,1,1303900441
315,7,1,1303901660
46,314,1,1303908514
104,246,1,1303922221
311,314,1,1303927208
314,311,1,1303927224
99,316,1,1303932463
316,99,1,1303932532
164,317,1,1303937112
317,164,1,1303937174
271,7,1,1303938048
31,318,1,1303938320
246,104,1,1303940230
285,164,1,1303941922
164,285,1,1303941961
265,1,1,1303959109
314,265,1,1303971582
265,314,1,1303971593
218,320,1,1303971806
218,17,1,1303975398
307,218,1,1303979893
166,285,1,1303984278
43,215,1,1304002119
300,43,1,1304003460
1,102,1,1304004287
102,164,1,1304004832
164,102,1,1304004869
102,1,1,1304005562
181,320,1,1304007617
320,218,1,1304007756
218,205,1,1304007796
320,43,1,1304007851
231,99,1,1304009755
99,231,1,1304009836
29,67,1,1304013658
246,321,1,1304014701
246,7,1,1304017232
7,98,1,1304024851
249,268,1,1304033113
164,4,1,1304034294
285,1,1,1304034491
1,285,1,1304034494
107,327,1,1304040268
210,328,1,1304041764
328,210,1,1304043050
7,329,1,1304043630
329,7,1,1304043928
215,43,1,1304044790
30,259,1,1304050378
259,30,1,1304050418
286,45,1,1304050445
319,7,1,1304050579
319,164,1,1304050597
164,319,1,1304050847
189,254,1,1304053177
210,45,1,1304082871
45,210,1,1304082886
317,331,1,1304089665
331,317,1,1304089963
210,332,1,1304090789
332,210,1,1304091083
317,1,1,1304098148
1,317,1,1304098160
333,218,1,1304098427
31,218,1,1304101631
333,31,1,1304101673
31,333,1,1304101856
254,257,1,1304103544
164,324,1,1304104276
324,164,1,1304104939
218,256,1,1304108613
31,226,1,1304112865
226,31,1,1304112972
7,105,1,1304118180
112,14,1,1304126754
14,112,1,1304126860
14,336,1,1304129067
14,7,1,1304135542
22,45,1,1304137573
45,22,1,1304137620
25,286,1,1304142167
286,25,1,1304142198
300,218,1,1304146151
164,338,1,1304146432
338,164,1,1304146741
25,164,1,1304150455
164,25,1,1304150471
31,163,1,1304153139
335,27,1,1304163101
218,245,1,1304166225
327,307,1,1304173775
307,327,1,1304175033
327,107,1,1304175789
177,339,1,1304186094
339,177,1,1304186120
283,340,1,1304191920
340,283,1,1304192005
333,341,1,1304193306
341,333,1,1304193334
6,181,1,1304194322
181,6,1,1304194337
181,336,1,1304194687
234,104,1,1304198781
246,43,1,1304204146
43,246,1,1304204295
321,246,1,1304207905
270,343,1,1304213843
343,270,1,1304213906
209,344,1,1304216681
344,209,1,1304216717
140,345,1,1304220345
345,140,1,1304220445
333,346,1,1304224026
346,333,1,1304224064
98,7,1,1304230989
347,309,1,1304231646
309,347,1,1304231668
314,347,1,1304232013
347,314,1,1304232036
347,348,1,1304233846
348,347,1,1304234051
344,300,1,1304234839
300,344,1,1304234877
111,349,1,1304239725
341,148,1,1304252440
148,341,1,1304253482
307,133,1,1304261832
106,341,1,1304270419
341,106,1,1304270435
98,350,1,1304272625
350,98,1,1304272629
98,351,1,1304273832
351,98,1,1304273841
351,352,1,1304273866
352,351,1,1304273965
218,353,1,1304274211
