src,dst,label,timestamp
47,27,1,1292935948.10307
41,1,1,1292957157.40408
1,41,1,1292957195.7147
4,48,1,1293050723.00352
48,4,1,1293054742.65514
17,7,1,1293191604.74618
7,16,1,1293409870.96218
27,50,1,1293448472.81444
27,51,1,1293448479.2438
30,50,1,1293453341.91475
50,30,1,1293453456.20721
50,27,1,1293453463.2234
1,52,1,1293481238.15303
52,1,1,1293481551.96527
7,21,1,1293481688.78585
21,7,1,1293482234.62328
4,53,1,1293523499.48644
1,54,1,1293579274.01007
54,1,1,1293579280.83393
31,55,1,1293583961.4875
49,46,1,1293603105.36008
56,7,1,1293604543.59049
7,56,1,1293604590.1113
7,15,1,1293632316.69358
24,18,1,1293643257.60649
18,24,1,1293646340.181
18,16,1,1293661055.82282
44,57,1,1293665840.7407
1,58,1,1293749573.83432
58,1,1,1293749669.21687
43,31,1,1293819840.40947
31,43,1,1293820339.69123
58,43,1,1293831460.95955
43,58,1,1293831479.76095
42,4,1,1293843254.06475
18,50,1,1293888120.91641
50,18,1,1293888137.47196
46,49,1,1293930357.98644
27,59,1,1293994479.85825
59,27,1,1293996991.46985
31,4,1,1294081163.014
4,31,1,1294081177.89816
1,49,1,1294083688.36895
49,1,1,1294083725.97495
50,21,1,1294126590.415
21,50,1,1294152392.91925
46,60,1,1294190542.60702
14,61,1,1294192094.04763
61,14,1,1294192614.67232
50,45,1,1294244410.4263
45,50,1,1294249080.61302
31,62,1,1294262869.27706
31,76,1,1294267264.64071
62,31,1,1294267277.04065
31,63,1,1294271217.57214
63,31,1,1294274023.32141
76,31,1,1294285068.74772
4,64,1,1294300030.22996
64,4,1,1294300186.31404
61,50,1,1294395970.3296
50,61,1,1294396076.49534
31,66,1,1294426072.97569
66,31,1,1294429629.84466
43,64,1,1294429932.32732
64,43,1,1294429999.78412
7,66,1,1294438542.46541
66,7,1,1294439193.84082
46,68,1,1294546375.24239
31,51,1,1294595719.20179
68,46,1,1294599138.54006
51,69,1,1294600321.90078
69,51,1,1294600354.23511
51,31,1,1294600355.24831
51,27,1,1294600362.03195
30,14,1,1294689381.25255
14,30,1,1294689438.39491
51,70,1,1294788721.90836
70,51,1,1294854693.16331
12,71,1,1294919858.69515
71,12,1,1294927076.83628
50,72,1,1294947596.86945
72,50,1,1294953308.35973
65,7,1,1294974057.98044
1,61,1,1294982042.23521
51,12,1,1294996843.91845
12,51,1,1295011593.79396
61,1,1,1295060559.46632
1,74,1,1295163873.99206
45,39,1,1295213497.49792
39,45,1,1295213513.50181
74,1,1,1295219864.74438
73,74,1,1295223074.80015
74,75,1,1295223955.11582
60,19,1,1295282631.45186
73,43,1,1295394666.14979
30,4,1,1295416559.00524
4,30,1,1295416571.50888
31,77,1,1295460035.88087
53,4,1,1295507765.13172
70,78,1,1295538196.77426
78,70,1,1295560693.07907
61,79,1,1295620829.44948
79,61,1,1295622238.77534
43,80,1,1295647515.55323
80,43,1,1295647536.52286
71,49,1,1295720115.42616
49,71,1,1295720324.59948
70,79,1,1295806593.89702
7,81,1,1295847189.68733
81,7,1,1295847197.87082
31,82,1,1295990232.96892
31,49,1,1295995414.74313
49,31,1,1295995480.14498
79,70,1,1296071385.99524
18,7,1,1296076062.49974
7,83,1,1296085723.47309
83,7,1,1296085847.78287
46,84,1,1296096741.77722
84,46,1,1296096768.61653
84,57,1,1296163310.87274
84,87,1,1296163344.67709
84,43,1,1296163403.15362
43,84,1,1296164244.66224
81,30,1,1296229412.30641
30,81,1,1296229420.53809
6,86,1,1296291457.0187
86,30,1,1296291483.02942
6,24,1,1296291723.90977
30,86,1,1296291878.91863
35,7,1,1296512060.00051
1,89,1,1296512102.9696
89,1,1,1296513384.09698
73,1,1,1296513427.30484
73,7,1,1296528583.06603
7,73,1,1296528668.83435
7,35,1,1296528718.47876
7,91,1,1296553673.17861
91,7,1,1296553681.63051
18,80,1,1296579082.73748
80,18,1,1296579092.82596
80,76,1,1296580101.4228
76,80,1,1296580127.98678
43,41,1,1296595302.62143
87,57,1,1296601381.26798
89,93,1,1296608630.85714
89,19,1,1296609273.32248
1,2,1,1296629343.62073
1,56,1,1296631215.11468
56,1,1,1296631324.44843
1,18,1,1296657671.10019
39,94,1,1296682612.84857
88,7,1,1296688733.36417
7,88,1,1296688773.26321
39,11,1,1296690713.9312
11,39,1,1296690764.78868
57,30,1,1296754197.20889
57,12,1,1296754335.65361
57,6,1,1296754391.49849
57,1,1,1296754396.24231
57,18,1,1296754414.29012
57,21,1,1296754435.61868
57,87,1,1296754444.14572
57,84,1,1296754511.90955
57,95,1,1296754599.04721
57,44,1,1296754644.6621
94,39,1,1296758779.86266
39,2,1,1296769471.34734
2,39,1,1296769494.33436
93,89,1,1296772979.27922
93,96,1,1296773129.83712
96,93,1,1296774360.49458
7,97,1,1296792123.6835
97,7,1,1296792359.704
77,31,1,1296837862.5248
31,46,1,1296868252.526
46,31,1,1296868317.36329
42,82,1,1296870068.1895
85,92,1,1296884305.28705
92,85,1,1296884644.81214
39,7,1,1296913225.27207
7,39,1,1296913557.93463
85,18,1,1296927382.06491
85,99,1,1296927424.46441
99,85,1,1296927623.98348
58,28,1,1297093748.02624
28,58,1,1297093804.32766
2,96,1,1297102509.39137
96,2,1,1297102585.30881
70,12,1,1297187359.235
82,42,1,1297197836.3746
82,31,1,1297197843.90423
96,21,1,1297206554.68267
21,96,1,1297207240.84724
83,1,1,1297291837.5104
96,98,1,1297301158.11584
98,96,1,1297301164.4001
96,73,1,1297308204.52492
73,96,1,1297308356.09497
31,100,1,1297315440.13542
12,70,1,1297359911.12964
100,31,1,1297367601.17088
7,100,1,1297370441.70883
100,7,1,1297371118.2643
1,101,1,1297373817.09734
101,1,1,1297374204.87255
96,101,1,1297378806.44562
101,96,1,1297378871.13707
73,83,1,1297385761.43817
83,73,1,1297385922.89955
73,46,1,1297386367.25667
46,73,1,1297386418.35483
31,103,1,1297461521.01176
103,31,1,1297462874.48356
7,43,1,1297467512.37907
43,73,1,1297479764.51934
7,104,1,1297482206.04112
104,98,1,1297489409.50331
98,104,1,1297494046.21813
104,7,1,1297494086.69858
96,17,1,1297533099.47819
102,96,1,1297533751.04344
96,102,1,1297534217.73791
58,96,1,1297550942.57838
2,3,1,1297570107.33404
96,105,1,1297621909.86333
105,96,1,1297626301.05187
82,105,1,1297626584.94084
1,82,1,1297627293.10108
82,1,1,1297627348.99267
105,82,1,1297628387.63165
82,56,1,1297644400.67612
2,105,1,1297647973.79808
105,2,1,1297647979.65596
82,106,1,1297652993.62903
106,82,1,1297653023.0515
55,96,1,1297686544.7679
82,98,1,1297722488.03348
98,82,1,1297723090.50627
96,107,1,1297734450.42201
107,96,1,1297734459.94641
1,108,1,1297789863.89503
108,1,1,1297789935.51858
109,2,1,1297807903.35418
43,110,1,1297809191.75732
31,111,1,1297812539.28516
111,31,1,1297812615.38151
18,85,1,1297815736.60998
17,96,1,1297824884.76968
67,61,1,1297844414.54098
58,112,1,1297866186.48689
112,113,1,1297866223.36195
113,112,1,1297866274.16062
96,55,1,1297872866.38282
2,82,1,1297878331.02521
82,2,1,1297878338.83964
82,107,1,1297878360.64792
107,82,1,1297878526.43474
31,110,1,1297882010.56212
110,31,1,1297882595.23626
96,114,1,1297886091.49672
76,115,1,1297893560.04423
61,67,1,1297907214.44135
114,116,1,1297908772.11966
116,114,1,1297908772.2987
114,55,1,1297908985.0441
82,117,1,1297910664.51101
96,118,1,1297911997.64031
118,96,1,1297912087.2256
96,85,1,1297915803.12114
85,96,1,1297915880.11482
117,82,1,1297915937.36182
31,119,1,1297959915.11871
119,31,1,1297961344.45289
112,96,1,1297976227.00216
96,112,1,1297976241.97774
85,120,1,1297976422.39242
120,85,1,1297976428.09406
41,7,1,1297980364.62058
7,41,1,1297980493.92464
31,96,1,1298044125.36115
115,76,1,1298047000.34432
96,31,1,1298054259.082
86,1,1,1298056076.44243
1,86,1,1298061893.74143
1,83,1,1298062294.48387
43,122,1,1298072059.67671
122,43,1,1298072081.95273
86,112,1,1298128067.61391
112,86,1,1298130582.32069
86,109,1,1298146050.01677
58,109,1,1298146920.37648
109,58,1,1298147261.90571
91,58,1,1298147284.26115
96,58,1,1298147302.06896
109,86,1,1298147389.6971
86,17,1,1298169867.27033
7,123,1,1298169938.52399
123,7,1,1298169949.76348
17,86,1,1298176196.50247
96,76,1,1298252029.59932
76,96,1,1298252036.65929
96,119,1,1298265265.40787
119,96,1,1298265838.45333
1,7,1,1298267256.42074
7,1,1,1298267346.36932
96,124,1,1298311685.25666
124,96,1,1298311859.99465
31,125,1,1298314076.7642
125,31,1,1298314093.59449
31,124,1,1298315497.57346
124,31,1,1298315517.02448
2,112,1,1298346435.18333
112,2,1,1298346449.83965
55,31,1,1298399915.40633
106,61,1,1298431338.72708
106,60,1,1298431427.57506
60,106,1,1298431543.83973
1,127,1,1298487310.22405
127,1,1,1298487318.2625
114,128,1,1298513462.94598
128,114,1,1298513680.51537
2,128,1,1298520615.60603
128,2,1,1298520693.71134
82,76,1,1298577705.04351
31,129,1,1298584878.7568
129,31,1,1298584913.75006
31,130,1,1298589589.74716
130,31,1,1298589707.36911
96,131,1,1298611411.8562
131,96,1,1298611459.2624
61,112,1,1298623979.12249
105,132,1,1298645238.44312
132,105,1,1298645445.29018
33,133,1,1298646564.1419
133,33,1,1298647569.99753
46,128,1,1298653534.32262
128,46,1,1298653559.5885
85,128,1,1298654517.41338
128,85,1,1298654517.67884
43,76,1,1298654789.70468
43,134,1,1298657430.1608
46,3,1,1298665050.04055
85,135,1,1298665394.71677
135,85,1,1298667151.55806
31,136,1,1298667648.20343
134,43,1,1298667687.63676
128,118,1,1298694079.99209
118,128,1,1298694137.71932
137,7,1,1298708156.9605
33,138,1,1298740675.71722
123,107,1,1298757244.9581
107,123,1,1298757268.91873
7,128,1,1298759550.40835
123,139,1,1298778315.23466
139,123,1,1298778361.05062
112,94,1,1298795455.87274
94,112,1,1298795468.73169
107,140,1,1298843671.57232
140,107,1,1298843683.57829
55,1,1,1298844200.38302
55,141,1,1298844210.44139
141,55,1,1298844224.27972
55,45,1,1298844292.26319
45,55,1,1298844298.06062
106,135,1,1298874597.88921
112,135,1,1298874793.4339
135,112,1,1298874964.12214
135,106,1,1298875015.9994
128,142,1,1298878912.59071
142,128,1,1298878996.51595
136,31,1,1298880775.10185
112,61,1,1298898116.56088
107,106,1,1298926935.42354
106,107,1,1298927097.42467
43,111,1,1298928760.87298
111,43,1,1298928785.24844
2,118,1,1298929715.26896
118,2,1,1298929724.58619
1,15,1,1298950354.24875
96,143,1,1299031253.02273
143,96,1,1299031290.36311
99,143,1,1299032633.45305
143,99,1,1299032672.09509
96,121,1,1299034389.95688
121,96,1,1299034411.42346
99,106,1,1299038270.00007
106,99,1,1299038484.57114
111,144,1,1299041120.30215
144,111,1,1299041133.74616
107,143,1,1299041571.84638
143,107,1,1299041643.76656
143,145,1,1299043467.00321
145,143,1,1299043551.71672
106,145,1,1299044294.86964
145,106,1,1299044403.24181
105,46,1,1299085320.83416
46,105,1,1299085332.11705
146,7,1,1299087811.16481
7,146,1,1299088214.0403
60,7,1,1299088418.20491
7,58,1,1299093649.42249
58,7,1,1299093674.94716
110,141,1,1299101381.01691
141,110,1,1299103258.85242
7,147,1,1299151907.92823
147,7,1,1299152111.95803
138,33,1,1299178292.56269
145,148,1,1299204600.79527
148,145,1,1299204728.25571
99,149,1,1299204954.18879
149,99,1,1299205271.37817
25,7,1,1299206112.20518
7,25,1,1299206119.67434
58,107,1,1299275608.11165
7,150,1,1299283600.03025
150,7,1,1299283609.0378
76,151,1,1299289949.53986
151,76,1,1299290475.70162
76,152,1,1299304119.32378
152,76,1,1299304159.52682
76,82,1,1299436669.14931
76,153,1,1299438045.59458
153,76,1,1299438055.41055
76,85,1,1299446922.31054
85,76,1,1299446966.29133
6,135,1,1299447999.63164
82,7,1,1299490927.29325
76,133,1,1299521852.61123
133,76,1,1299526904.15252
106,154,1,1299530754.61514
154,106,1,1299530789.68515
43,121,1,1299531271.8705
121,43,1,1299531324.89171
2,1,1,1299556897.11787
42,19,1,1299557057.61949
43,140,1,1299612557.68516
7,27,1,1299679074.43262
43,155,1,1299680713.48263
155,43,1,1299690391.59665
43,156,1,1299695064.64841
156,140,1,1299695092.12404
156,43,1,1299695193.58884
140,156,1,1299696030.98944
7,157,1,1299732938.35009
157,7,1,1299732959.82189
22,43,1,1299735274.57295
45,158,1,1299758045.42469
158,45,1,1299758069.10407
43,22,1,1299767299.46624
43,153,1,1299770716.79434
7,118,1,1299912911.49571
118,7,1,1299912916.6564
43,160,1,1299950085.78986
43,161,1,1299985463.22153
161,43,1,1299985655.09101
7,162,1,1300015561.6701
162,7,1,1300015951.74518
96,160,1,1300042936.98914
160,96,1,1300043117.64593
27,7,1,1300184211.54803
156,163,1,1300209236.17869
163,156,1,1300211126.02863
73,164,1,1300226423.7699
164,73,1,1300226820.80052
105,165,1,1300231849.32684
165,105,1,1300232683.219
7,166,1,1300232688.61261
105,43,1,1300233490.26657
7,82,1,1300240396.64097
43,167,1,1300244368.07308
168,163,1,1300261803.24489
163,168,1,1300262138.70326
169,7,1,1300292102.85217
162,45,1,1300330194.91876
43,55,1,1300332304.32471
55,43,1,1300332465.49224
55,7,1,1300333012.95413
43,171,1,1300402382.46128
7,172,1,1300411884.69399
172,7,1,1300414645.92746
105,106,1,1300459755.42946
106,105,1,1300459768.82549
43,105,1,1300473495.35943
7,168,1,1300568050.6267
112,171,1,1300652885.59238
90,7,1,1300708855.39164
7,169,1,1300720137.00426
7,70,1,1300745124.00214
76,141,0,1300756036.36913
162,141,0,1300756138.39013
112,141,0,1300756261.61723
70,7,1,1300789107.18729
41,43,1,1300815962.85964
164,173,1,1300839352.59369
162,11,1,1300839891.18732
11,162,1,1300839913.56754
173,164,1,1300844813.10287
76,112,1,1300847913.88432
112,76,1,1300848458.62375
76,43,1,1300857385.78325
112,45,1,1300864405.05485
129,173,1,1300869245.91488
168,7,1,1300922187.70427
164,174,1,1300928213.78487
174,164,1,1300928240.52163
174,171,1,1300931572.43768
43,174,1,1300933559.35294
174,43,1,1300933628.40347
74,98,1,1300933841.61542
43,175,1,1300933940.81493
175,43,1,1300934003.34278
98,74,1,1300934772.96625
174,7,1,1300936616.54053
174,96,1,1300936648.23633
174,22,1,1300937004.55166
106,115,1,1300997414.74007
115,106,1,1300998238.60245
27,82,1,1301003730.28041
99,176,1,1301005357.37453
106,177,1,1301019703.69875
177,106,1,1301019908.37738
22,174,1,1301020983.01394
7,174,1,1301023265.29454
99,114,1,1301029977.05713
7,141,0,1301032557.19767
30,112,1,1301053223.02334
112,30,1,1301053275.06746
176,178,1,1301084932.76856
178,176,1,1301086321.13469
136,84,1,1301089005.69938
115,164,1,1301105775.10627
22,90,1,1301142985.03367
43,179,1,1301148833.16292
43,180,1,1301149633.64025
180,43,1,1301149695.18141
171,174,1,1301167471.06378
179,43,1,1301168075.27677
179,3,1,1301168216.3998
99,141,0,1301193533.06173
138,181,1,1301235483.09664
181,138,1,1301235508.69089
181,82,1,1301235545.31582
138,182,1,1301245064.58624
1,185,1,1301329948.91762
43,1,1,1301333077.92972
43,7,1,1301333083.16938
30,2,1,1301333302.87472
164,138,1,1301339345.99901
138,164,1,1301339497.00076
43,186,1,1301341025.09
1,187,1,1301354601.2876
187,1,1,1301354685.48414
187,171,1,1301354726.36129
22,1,1,1301365737.22085
22,181,1,1301365871.60088
181,22,1,1301366024.41918
1,96,1,1301366233.10452
1,188,1,1301369843.28328
188,1,1,1301369929.12868
43,189,1,1301439895.52296
187,33,1,1301447178.01603
43,176,1,1301453104.26438
161,147,1,1301513674.37768
147,161,1,1301514094.92735
43,191,1,1301521482.93868
43,192,1,1301522462.81942
192,43,1,1301523090.45585
7,193,1,1301569599.51207
1,76,1,1301600149.38126
76,1,1,1301600346.82901
25,1,1,1301607874.4924
45,112,1,1301613622.54372
22,133,1,1301617653.67475
168,194,1,1301618418.8494
194,168,1,1301618444.55443
193,7,1,1301630013.46087
43,170,1,1301683978.58539
170,43,1,1301684509.79047
168,195,1,1301694942.53723
195,168,1,1301695371.53818
196,7,1,1301744132.96548
184,7,1,1301774795.68179
76,164,1,1301785228.57015
164,76,1,1301785244.12798
164,197,1,1301820795.67287
197,164,1,1301821269.51203
164,198,1,1301827089.371
198,164,1,1301827807.72056
112,199,1,1301863197.31473
199,112,1,1301863380.16357
30,200,1,1301866633.93795
200,46,1,1301866651.50438
200,30,1,1301866658.16656
164,99,1,1301897258.59866
99,164,1,1301897279.19406
2,7,1,1301898700.00283
2,43,1,1301898705.01812
2,45,1,1301898738.21734
2,57,1,1301898759.93158
7,2,1,1301899167.88298
7,30,1,1301899174.23402
7,31,1,1301899185.05481
7,17,1,1301899226.79428
7,53,1,1301899299.67572
7,45,1,1301899326.87125
170,45,1,1301901227.83931
168,201,1,1301901459.51033
201,168,1,1301901471.90318
45,170,1,1301901475.36796
192,202,1,1301936770.23107
30,106,1,1301938972.97953
106,30,1,1301939041.53778
202,192,1,1301941162.33583
43,203,1,1301945086.58244
203,43,1,1301945156.92203
99,2,1,1301972936.39276
166,7,1,1301973637.93208
1,46,1,1301975394.34679
46,1,1,1301975615.66909
164,205,1,1301998379.28746
205,43,1,1301999041.33397
164,41,1,1302005850.75124
41,164,1,1302005904.06754
126,43,1,1302011702.12912
43,126,1,1302011716.65014
166,60,1,1302012515.57348
41,86,1,1302012678.63861
112,60,1,1302016172.14603
1,206,1,1302017978.22264
202,60,1,1302025647.35766
27,207,1,1302027410.92431
207,27,1,1302027786.63124
1,208,1,1302043777.83291
208,1,1,1302043935.46555
60,202,1,1302044439.63816
60,46,1,1302044526.12678
60,166,1,1302044550.36239
60,112,1,1302044581.24267
60,61,1,1302044652.10865
189,43,1,1302055573.88593
53,17,1,1302069957.59209
27,209,1,1302082638.35105
209,27,1,1302082712.11024
205,206,1,1302096657.23576
206,205,1,1302097036.37516
206,211,1,1302103935.61212
211,206,1,1302103959.46268
43,212,1,1302107640.20041
43,211,1,1302108245.39571
211,43,1,1302108321.25808
7,137,1,1302112511.70515
128,168,1,1302117349.64077
168,128,1,1302117447.02989
43,205,1,1302121400.1563
128,120,1,1302132473.03542
177,210,1,1302136505.95479
210,177,1,1302136666.07502
43,204,1,1302203707.81714
204,43,1,1302203835.70195
43,213,1,1302204154.31343
213,43,1,1302204187.96469
214,69,1,1302212934.15979
106,7,1,1302236703.97441
7,106,1,1302236754.91664
1,195,1,1302237679.6853
195,1,1,1302237928.02605
212,206,1,1302246462.50509
206,212,1,1302246492.70812
43,65,1,1302278539.02512
65,43,1,1302279515.49002
65,76,1,1302279761.22593
76,65,1,1302287609.45711
43,216,1,1302289159.55323
216,43,1,1302289547.82167
22,212,1,1302290506.1325
128,7,1,1302290513.17185
212,22,1,1302290516.59398
212,43,1,1302292040.5721
212,1,1,1302292044.59373
212,164,1,1302292056.33274
1,212,1,1302292173.95028
126,125,1,1302292905.39664
168,217,1,1302296393.61884
217,168,1,1302296410.68733
43,218,1,1302296668.90613
6,219,1,1302322673.83153
219,6,1,1302322871.16228
46,181,1,1302323406.62678
219,220,1,1302333277.12914
220,219,1,1302335098.12836
1,221,1,1302449430.17889
7,221,1,1302449755.37367
1,222,1,1302453499.78746
222,1,1,1302454856.85179
164,120,1,1302482453.1886
217,115,1,1302495086.26435
164,201,1,1302496979.47426
201,164,1,1302496999.18794
205,85,1,1302530478.1929
205,86,1,1302534403.24766
169,223,1,1302543865.71495
223,169,1,1302543928.24847
18,224,1,1302565807.95899
43,225,1,1302617059.0161
43,226,1,1302617703.32199
226,43,1,1302618615.20687
112,227,1,1302639445.78691
227,112,1,1302639465.88425
27,228,1,1302639584.04456
228,27,1,1302639594.24471
164,104,1,1302641206.60453
104,164,1,1302641237.23526
6,229,1,1302648708.99925
227,43,1,1302648768.56717
190,177,1,1302652617.51579
177,190,1,1302652619.89266
104,31,1,1302659093.709
203,104,1,1302659161.53761
104,203,1,1302659185.59919
177,183,1,1302659794.35446
229,6,1,1302659889.30505
183,177,1,1302660915.73231
183,230,1,1302660923.43809
230,183,1,1302661144.3117
230,3,1,1302661676.62094
31,104,1,1302666289.3934
43,230,1,1302707523.2397
115,7,1,1302713671.69297
210,129,1,1302722251.86399
183,133,1,1302725616.99514
1,81,1,1302729569.61908
164,191,1,1302740432.54859
133,183,1,1302745364.87522
133,196,1,1302747220.14808
196,133,1,1302747939.81542
46,7,1,1302750631.70804
139,1,1,1302752567.01549
43,57,1,1302790887.38111
112,19,1,1302791427.3307
1,232,1,1302800924.19661
232,1,1,1302800937.45189
183,233,1,1302814706.88712
233,183,1,1302814788.93336
164,115,1,1302817543.85249
43,222,1,1302818032.37702
222,43,1,1302818176.74099
43,234,1,1302818420.69705
18,192,1,1302820322.40181
7,204,1,1302824119.085
191,164,1,1302825832.23655
107,58,1,1302842625.08982
107,115,1,1302842652.67125
230,7,1,1302845151.17931
7,230,1,1302845532.66568
1,235,1,1302847189.76303
235,1,1,1302847200.44657
104,1,1,1302881091.40027
1,104,1,1302881463.21927
104,234,1,1302881660.53253
104,236,1,1302881716.56255
43,237,1,1302882663.48147
237,43,1,1302882727.21246
104,217,1,1302883016.61397
231,238,1,1302883800.22379
217,104,1,1302885177.36545
238,231,1,1302887909.58358
164,93,1,1302888454.20976
129,210,1,1302895949.56359
236,104,1,1302902855.06206
183,164,1,1302904462.42451
164,183,1,1302904613.50992
183,46,1,1302906349.12986
168,183,1,1302917070.79383
183,168,1,1302918774.91556
234,43,1,1302920250.19332
43,240,1,1302923640.05259
181,46,1,1302923672.39342
181,81,1,1302923731.87447
181,17,1,1302924030.13264
240,43,1,1302924331.03873
164,239,1,1302928520.55802
239,164,1,1302928586.56327
168,22,1,1302932650.78467
22,168,1,1302932675.14829
241,242,1,1302933257.32159
168,243,1,1302933285.10365
203,235,1,1302933633.32301
243,168,1,1302933663.71517
244,245,1,1302958659.96369
7,201,1,1302970025.95609
7,246,1,1302978023.97721
164,247,1,1302978044.28952
247,164,1,1302978081.78907
217,248,1,1302990371.15432
248,217,1,1302991007.04608
164,249,1,1302995384.62134
249,164,1,1302995611.55773
218,226,1,1303021207.75337
218,203,1,1303021210.01436
218,76,1,1303021213.96774
218,43,1,1303021221.59123
164,98,1,1303021542.45496
98,164,1,1303022826.24276
29,181,1,1303055665.67399
181,29,1,1303055677.04459
251,177,1,1303064582.67538
177,251,1,1303064621.364
245,244,1,1303064666.45267
206,252,1,1303066398.74266
252,206,1,1303066422.7527
253,164,1,1303076403.988
179,112,1,1303080084.25373
112,179,1,1303080211.60651
186,218,1,1303080730.55375
186,43,1,1303080818.11106
186,107,1,1303081272.30198
107,186,1,1303081506.88679
186,133,1,1303083553.72312
133,186,1,1303083824.63758
99,254,1,1303084783.03146
17,43,1,1303085826.86171
161,76,1,1303090859.30757
7,255,1,1303099054.93551
255,7,1,1303099322.50252
254,166,1,1303113301.68098
166,254,1,1303113398.11481
192,21,1,1303114586.23407
235,256,1,1303115280.50916
256,235,1,1303115648.8389
164,253,1,1303121613.1391
210,46,1,1303136046.42943
191,74,1,1303154040.49594
1,257,1,1303161461.95713
46,210,1,1303168886.31513
190,258,1,1303168898.16831
258,190,1,1303168905.59715
4,243,1,1303175312.55388
243,4,1,1303175839.85251
259,260,1,1303192071.75571
260,259,1,1303192108.97372
218,22,1,1303197787.15083
232,164,1,1303205377.55264
164,232,1,1303205387.07125
233,7,1,1303251534.06528
7,233,1,1303251550.345
29,262,1,1303252801.98936
262,29,1,1303252805.75341
43,260,1,1303253191.86247
260,43,1,1303253327.18892
22,263,1,1303256262.8433
99,264,1,1303256893.33403
264,99,1,1303256975.46436
46,262,1,1303257293.9611
262,46,1,1303257295.45308
176,43,1,1303257371.27207
22,265,1,1303258734.82521
265,22,1,1303258968.10963
7,215,1,1303263457.99911
215,7,1,1303263494.46938
14,215,1,1303264358.25127
7,99,1,1303269567.19431
245,17,1,1303278095.6189
243,266,1,1303280196.19433
266,243,1,1303280237.42379
243,267,1,1303282173.97886
267,243,1,1303282190.53093
43,190,1,1303338920.24671
190,43,1,1303338935.30631
107,243,1,1303342751.31404
243,107,1,1303342876.66572
168,268,1,1303344910.5805
30,269,1,1303345804.65132
268,168,1,1303348286.09602
1,142,1,1303356386.92155
142,1,1,1303356404.35379
196,16,1,1303357170.26507
22,160,1,1303359602.70177
160,22,1,1303359614.46297
160,43,1,1303360208.24803
22,235,1,1303361096.159
241,22,1,1303361103.80481
235,22,1,1303361107.1509
22,241,1,1303361108.41975
164,168,1,1303361238.56362
168,164,1,1303361248.8609
235,166,1,1303377388.76064
166,235,1,1303377420.19429
166,148,1,1303387704.0627
148,166,1,1303387833.90276
7,227,1,1303391987.2434
43,185,1,1303396798.83528
